Empresa;Filial;Produto;Produto Fornecedor;Descricao;Classe;Saldo;Preco Venda;Custo Reposicao;ICMS ST;Icms Normal;IPI;Icms Ult. Entrada;PIS Ult. Entrada;Cofins Ult. Entrada;CBENEF;CST Saida;CST Entrada;NCM;Classificacao Fiscal;CEST;% IPI;Uf Ultima Entrada;% Reducao E;% Reducao S;%Credito Out. E;%Credito Out. S;%FCP E;%FCP S;%MVA E;%MVA S;%ICMS E;%ICMS S;% PIS E;% PIS S;% COFINS E;% COFINS S;ST COFINS E;ST COFINS S;ST PIS E;ST PIS S;%RED. ST E;%RED. ST S;%Red. Difer. E;%Red. Difer. S;Aliq.ICMS Gar E;Aliq.ICMS Gar S;Comp ST Ent Orig;Comp ST Sai Orig;Comp ST Dev Orig;Comp ST Ent Dest;Comp ST Sai Dest;Comp ST Dev Dest;Codigo Getin;WMS;Altura;Largura;Comprimento;Empilhamento;Validade;Descricao WMS;Grupo;Sub-Grupo;Fornecedor;Peso Liquido;Peso Bruto;Unid.Med;QtdCX;Fator Conversao;Operacao;Multiplo;Especial;Pedido Minimo;Pauta;Valor;Margem Bruta;Conting;Agregados;Custo NF;Desconto;Verba;Data Ult. Compra;Qtde Ult. Compra;Acumula Caixa;Gera ADM;Aceita Troca;Aceita Subfat;Situacao;Tipo;Vai Palm;Ctrl Lote;Perc. Comis.;Qtd.Max.Revenda;Agrup.;ST IPI;EAN Trib;Divisor WMS;Data Cad.;Outras Despesas;EAN Comercial;Embalagem Comercial;EAN Tributavel;Embalagem Tributavel;EAN CX WMS;Emb Com. CX;EAN Display WMS;Emb Com. Display;EAN Frac Wms;EAN Fornecedor;Fator Fornecedor;EAN Ecom;Fator Ecom;CX Ecom;Emb. Exp. Comercial;Emb. Exp. Trib.;
03;01;10300033;76222105663500      ;BIS XTRA AO LEITE...............01X 45GR;0;        144,00;       2,9000;       2,0487;          0,0000;          0,1438;          0,0000;          0,1438;          0,0315;          0,1452;        ;10;00; 19053200;'19053200A ;1705800;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   25,85;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622300988470 ;S;   0,1000;   0,0500;   0,0200;  500;  365;BIS XTRA AO LEITE (DP24)......04X24X45GR                    ;1032;10320001;033033028003604;    0,045;    0,050;0001;    1;   96,000;M;  24;1;   24;0000;       0,0000;      26,00;       1,50;       4,50;       2,0552;       0,00;        0,0000;19/03/2025;  1.920,00;0;1;0;0;A; ;S;N;  0,00;    0;   13;00;7622300988470 ;   96;29/07/2021;          0,0000;7622300988470 ;0001-UN;7622300988470 ;0001-UN;17622210566352;0045-CX0096;7622210566362 ;0103-DP0024;7622210566362 ;7622300988470 ;    ;7622210566362 ;024;00001;0001-UN;0232-KG;
03;01;10300034;76222105663800      ;BIS XTRA BLACK..................01X 45GR;0;     18.936,00;       2,9000;       2,0520;          0,0000;          0,1438;          0,0000;          0,1438;          0,0315;          0,1452;        ;10;00; 19053200;'19053200A ;1705800;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   25,85;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210566409 ;S;   0,1000;   0,0500;   0,0200;   30;  365;BIS XTRA BLACK (DP24).........04X24X45GR                    ;1032;10320001;033033028003604;    0,045;    0,050;0001;    1;   96,000;M;  24;1;   24;0000;       0,0000;      25,90;       1,50;       4,50;       2,0552;       0,00;        0,0000;09/04/2025;  9.600,00;0;1;0;0;A; ;S;N;  0,00;    0;   13;00;7622210566409 ;   96;16/07/2021;          0,0000;7622210566409 ;0001-UN;7622210566409 ;0001-UN;17622210566383;0045-CX0096;7622210566393 ;0103-DP0024;7622210566393 ;7622210566409 ;    ;7622210566393 ;024;00001;0000-****;0000-****;
03;01;10300035;76222105663200      ;BIS XTRA OREO...................01X 45GR;0;        240,00;       2,9000;       2,0169;          0,0000;          0,1438;          0,0000;          0,1438;          0,0315;          0,1452;        ;10;00; 19053200;'19053200A ;1705800;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   25,85;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622300988517 ;S;   0,1000;   0,0500;   0,0200;  500;  730;BIS XTRA OREO (DP24)..........04X24X55GR                    ;1032;10320001;033033028003604;    0,045;    0,050;0001;    1;   96,000;M;  24;1;   24;0000;       0,0000;      27,15;       1,50;       4,50;       2,0552;       0,00;        0,0000;25/02/2025;  5.760,00;0;1;0;0;A; ;S;N;  0,00;    0;   13;00;7622300988517 ;   96;29/07/2021;          0,0000;7622300988517 ;0001-UN;7622300988517 ;0001-UN;17622210566321;0045-CX0096;7622210566331 ;0103-DP0024;7622210566331 ;7622300988517 ;    ;7622210566331 ;024;00001;0000-****;0000-****;
03;01;10300037;76222105720700      ;BISAO AO LEITE................01X201.6GR;0;      1.909,00;      10,4700;       6,9679;          0,0000;          0,4888;          0,0000;          0,4888;          0,1071;          0,4936;        ;10;00; 19053200;'19053200  ;1705800;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   25,85;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210572080 ;S;   0,3000;   0,0600;   0,0300;   30;  365;BISAO AO LEITE................39X201.6GR                    ;1032;10320001;033033028003604;    0,202;    0,222;0001;    1;   39,000;M;   3;1;    1;0000;       0,0000;      30,20;       1,50;       4,50;       6,9843;       0,00;        0,0000;10/04/2025;    390,00;0;1;0;0;A; ;S;N;  0,00;    0;   12;00;7622210572080 ;   39;07/02/2024;          0,0000;7622210572080 ;0001-UN;7622210572080 ;0001-UN;17622210572070;0209-CX0039;              ;0000-****;7622210572080 ;7622210572080 ;    ;7622210572080 ;001;00001;0000-****;0000-****;
03;01;10300038;76222105720500      ;BISAO LAKA....................01X201.6GR;0;      3.697,00;      10,4600;       6,9843;          0,0000;          0,4888;          0,0000;          0,4888;          0,1071;          0,4936;        ;10;00; 19053200;'19053200  ;1705800;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   25,85;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210572066 ;S;   0,3000;   0,0600;   0,0300;   30;  365;BISAO LAKA....................39X201.6GR                    ;1032;10320001;033033028003604;    0,202;    0,222;0001;    1;   39,000;M;   3;1;    1;0000;       0,0000;      30,00;       1,50;       4,50;       6,9843;       0,00;        0,0000;10/04/2025;    390,00;0;1;0;0;A; ;S;N;  0,00;    0;   12;00;7622210572066 ;   39;07/02/2024;          0,0000;7622210572066 ;0001-UN;7622210572066 ;0001-UN;17622210572056;0209-CX0039;              ;0000-****;7622210572066 ;7622210572066 ;    ;7622210572066 ;001;00001;0000-****;0000-****;
03;01;10300046;76222105618500      ;BUBBALOO BALA CITRICA MIX GATO.01X82.5GR;0;        188,00;       3,8800;       2,5324;          0,0000;          0,1717;          0,0797;          0,1717;          0,0375;          0,1732;        ;00;00; 17049020;'17049020  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210561862 ;S;   0,1700;   0,1200;   0,0300;   50;  730;BUBBALOO BALA CITRICA MIX GATO...14X82.5GR                  ;1033;10330003;033033028003604;    0,083;    0,091;0001;    1;   14,000;M;  14;1;    1;0000;       0,0000;      31,40;       1,50;       4,50;       2,4527;       0,00;        0,0000;22/04/2025;     70,00;0;1;0;0;A; ;S;N;  0,00;    0;   23;00;7622210561862 ;   14;14/01/2023;          0,0000;7622210561862 ;0001-UN;7622210561862 ;0001-UN;17622210561852;0012-CX0014;              ;0000-****;7622210561862 ;7622210561862 ;    ;7622210561862 ;001;00001;0000-****;0000-****;
03;01;10300047;76222105618900      ;BUBBALOO BALA CITRICA MORANGO..01X82.5GR;0;        435,00;       3,8800;       2,5324;          0,0000;          0,1717;          0,0797;          0,1717;          0,0375;          0,1732;        ;00;00; 17049020;'17049020  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210561909 ;S;   0,1700;   0,1200;   0,0300;   50;  730;BUBBALOO BALA CITRICA MORANGO...14X82.5GR                   ;1033;10330003;033033028003604;    0,083;    0,091;0001;    1;   14,000;M;  14;1;    1;0000;       0,0000;      31,40;       1,50;       4,50;       2,4527;       0,00;        0,0000;22/04/2025;     70,00;0;1;0;0;A; ;S;N;  0,00;    0;   23;00;7622210561909 ;   14;16/02/2023;          0,0000;7622210561909 ;0001-UN;7622210561909 ;0001-UN;17622210561890;0012-CX0014;              ;0000-****;7622210561909 ;7622210561909 ;    ;7622210561909 ;001;00001;0000-****;0000-****;
03;01;10300048;76222105278200      ;BUBBALOO BALA CITRICA RABO GAT.01X82.5GR;0;        347,00;       3,8900;       2,5324;          0,0000;          0,1717;          0,0797;          0,1717;          0,0375;          0,1732;        ;00;00; 17049020;'17049020  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210527837 ;S;   0,1500;   0,1100;   0,0100;  500;  730;BUBBALOO BALA CITRICA RABO GATO...14X82.5GR                 ;1033;10330003;033033028003604;    0,083;    0,091;0001;    1;   14,000;M;  14;1;    1;0000;       0,0000;      31,60;       1,50;       4,50;       2,4527;       0,00;        0,0000;22/04/2025;     70,00;0;1;0;0;A; ;S;N;  0,00;    0;   23;00;7622210527837 ;   14;21/03/2023;          0,0000;7622210527837 ;0001-UN;7622210527837 ;0001-UN;17622210527827;0012-CX0014;              ;0000-****;7622210527837 ;7622210527837 ;    ;7622210527837 ;001;00001;0000-****;0000-****;
03;01;10300049;76222105617900      ;BUBBALOO BALA MIX GATO DP.......01X 15GR;0;      2.400,00;       0,7500;       0,4781;          0,0000;          0,0324;          0,0150;          0,0324;          0,0070;          0,0327;        ;00;00; 17049020;'17049020  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210561800 ;S;   0,1200;   0,0700;   0,0200;   50;  730;BUBBALOO BALA MIX GATO (DP12)...12X12X15GR                  ;1033;10330001;033033028003604;    0,015;    0,017;0001;    1;  144,000;M;  12;1;   12;0000;       0,0000;      32,80;       1,50;       4,50;       0,4631;       0,00;        0,0000;22/04/2025;    720,00;0;1;0;0;A; ;S;N;  0,00;    0;   22;00;7622210561800 ;  144;14/01/2023;          0,0000;7622210561800 ;0001-UN;7622210561800 ;0001-UN;17622210561791;0049-CX0144;7622210562081 ;0073-DP0012;7622210562081 ;7622210561800 ;    ;7622210562081 ;012;00001;0000-****;0000-****;
03;01;10300050;76222105618300      ;BUBBALOO BALA MIX GATO..........01X 75GR;0;        303,00;       3,8800;       2,5324;          0,0000;          0,1717;          0,0797;          0,1717;          0,0375;          0,1732;        ;00;00; 17049020;'17049020  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210561848 ;S;   0,1700;   0,1200;   0,0200;  500;  730;BUBBALOO BALA MIX GATO...........14X75GR                    ;1033;10330003;033033028003604;    0,075;    0,083;0001;    1;   14,000;M;  14;1;    1;0000;       0,0000;      31,40;       1,50;       4,50;       2,4527;       0,00;        0,0000;22/04/2025;     70,00;0;1;0;0;A; ;S;N;  0,00;    0;   23;00;7622210561848 ;   14;09/01/2023;          0,0000;7622210561848 ;0001-UN;7622210561848 ;0001-UN;17622210561838;0012-CX0014;              ;0000-****;7622210561848 ;7622210561848 ;    ;7622210561848 ;001;00001;0000-****;0000-****;
03;01;10300051;76222105619300      ;BUBBALOO BALA MORANGO DP........01X 15GR;0;      4.596,00;       0,7400;       0,4781;          0,0000;          0,0324;          0,0150;          0,0324;          0,0070;          0,0327;        ;00;00; 17049020;'17049020  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210561947 ;S;   0,1200;   0,0700;   0,0200;   50;  730;BUBBALLO BALA MORANGO (DP12)...12X12X15GR                   ;1033;10330001;033033028003604;    0,015;    0,017;0001;    1;  144,000;M;  12;1;   12;0000;       0,0000;      31,40;       1,50;       4,50;       0,4631;       0,00;        0,0000;22/04/2025;    720,00;0;1;0;0;A; ;S;N;  0,00;    0;   22;00;7622210561947 ;  144;09/01/2023;          0,0000;7622210561947 ;0001-UN;7622210561947 ;0001-UN;17622210561937;0049-CX0144;7622210562074 ;0073-DP0012;7622210562074 ;7622210561947 ;    ;7622210562074 ;012;00001;0000-****;0000-****;
03;01;10300052;76222105618700      ;BUBBALOO BALA MORANGO...........01X 75GR;0;         51,00;       3,8800;       2,5324;          0,0000;          0,1717;          0,0797;          0,1717;          0,0375;          0,1732;        ;00;00; 17049020;'17049020  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210561886 ;S;   0,1700;   0,1200;   0,0200;  500;  730;BUBBALOO BALA MORANGO............14X75GR                    ;1033;10330003;033033028003604;    0,075;    0,083;0001;    1;   14,000;M;  14;1;    1;0000;       0,0000;      31,40;       1,50;       4,50;       2,4527;       0,00;        0,0000;22/04/2025;     70,00;0;1;0;0;A; ;S;N;  0,00;    0;   23;00;7622210561886 ;   14;09/01/2023;          0,0000;7622210561886 ;0001-UN;7622210561886 ;0001-UN;17622210561876;0012-CX0014;              ;0000-****;7622210561886 ;7622210561886 ;    ;7622210561886 ;001;00001;0000-****;0000-****;
03;01;10300053;76222105619500      ;BUBBALOO BALA TUTTI FRUTTI DP...01X 15GR;0;      2.316,00;       0,7400;       0,4781;          0,0000;          0,0324;          0,0150;          0,0324;          0,0070;          0,0327;        ;00;00; 17049020;'17049020  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210561961 ;S;   0,1200;   0,0700;   0,0200;   50;  730;BUBBALOO BALA TUTTI FRUTTI (DP12)...12X12X15GR              ;1033;10330001;033033028003604;    0,015;    0,017;0001;    1;  144,000;M;  12;1;   12;0000;       0,0000;      31,40;       1,50;       4,50;       0,4631;       0,00;        0,0000;22/04/2025;    720,00;0;1;0;0;A; ;S;N;  0,00;    0;   22;00;7622210561961 ;  144;09/01/2023;          0,0000;7622210561961 ;0001-UN;7622210561961 ;0001-UN;17622210561951;0049-CX0144;7622210562135 ;0073-DP0012;7622210562135 ;7622210561961 ;    ;7622210562135 ;012;00001;0000-****;0000-****;
03;01;10300054;76222105619700      ;BUBBALOO BALA TUTTI FRUTTI......01X 75GR;0;        209,00;       3,8700;       2,5324;          0,0000;          0,1716;          0,0797;          0,1716;          0,0376;          0,1733;        ;00;00; 17049020;'17049020  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210561985 ;S;   0,1700;   0,1200;   0,0200;   50;  730;BUBBALOO BALA TUTTI FRUTTI.......14X75GR                    ;1033;10330003;033033028003604;    0,075;    0,083;0001;    1;   14,000;M;  14;1;    1;0000;       0,0000;      31,35;       1,50;       4,50;       2,4527;       0,00;        0,0000;22/02/2025;  1.092,00;0;1;0;0;A; ;S;N;  0,00;    0;   23;00;7622210561985 ;   14;09/01/2023;          0,0000;7622210561985 ;0001-UN;7622210561985 ;0001-UN;17622210561975;0012-CX0014;              ;0000-****;7622210561985 ;7622210561985 ;    ;7622210561985 ;001;00001;0000-****;0000-****;
03;01;10300058;78958001165000      ;BUBBALOO MORANGO SM.............01X 50GR;0;        240,00;       2,3300;       1,5231;          0,0000;          0,1032;          0,0479;          0,1032;          0,0226;          0,1042;        ;00;00; 17041000;'17041000  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7895800116500 ;S;   0,1500;   0,1100;   0,0100;   60;  730;BUBBALOO MORANGO SM...............40X 50GR                  ;1033;10330007;033033028003604;    0,050;    0,055;0001;    1;   40,000;M;   1;1;    1;0000;       0,0000;      31,40;       1,50;       4,50;       1,4752;       0,00;        0,0000;22/04/2025;    200,00;0;1;0;0;A; ;S;N;  0,00;    0;   24;00;7895800116500 ;   40;18/03/2016;          0,0000;7895800116500 ;0001-UN;7895800116500 ;0001-UN;47895800116508;0029-CX0040;              ;0000-****;7895800116500 ;7895800116500 ;0000;7895800116500 ;001;00001;0000-****;0000-****;
03;01;10300060;78958001162500      ;BUBBALOO TUTTI FRUTTI SM........01X 50GR;0;      1.210,00;       2,3400;       1,5231;          0,0000;          0,1032;          0,0479;          0,1032;          0,0226;          0,1042;        ;00;00; 17041000;'17041000  ;0000000;  3,25;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7895800116258 ;S;   0,1500;   0,1100;   0,0100;   60;  730;BUBBALOO TUTTI FRUTTI SM..........40X 50GR                  ;1033;10330007;033033028003604;    0,050;    0,055;0001;    1;   40,000;M;   1;1;    1;0000;       0,0000;      31,70;       1,50;       4,50;       1,4752;       0,00;        0,0000;22/04/2025;    200,00;0;1;0;0;A; ;S;N;  0,00;    0;   24;00;7895800116258 ;   40;18/03/2016;          0,0000;7895800116258 ;0001-UN;7895800116258 ;0001-UN;47895800116256;0029-CX0040;              ;0000-****;7895800116258 ;7895800116258 ;0000;7895800116258 ;001;00001;0000-****;0000-****;
03;01;10300066;76222105655500      ;CHOCOLICIA......................01X132GR;0;      2.246,00;       4,7700;       3,0399;          0,0000;          0,2128;          0,0000;          0,2128;          0,0466;          0,2149;        ;10;00; 19053100;'19053100  ;1705300;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;   25,85;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210565563 ;S;   0,1900;   0,0400;   0,0400;  500;  365;CHOCOLICIA.......................45X132GR                   ;1031;10310013;033033028003604;    0,132;    0,145;0001;    1;   45,000;M;   5;1;    1;0000;       0,0000;      33,00;       1,50;       4,50;       3,0413;       0,00;        0,0000;09/04/2025;  2.250,00;0;1;0;0;A; ;S;N;  0,00;    0;    9;00;7622210565563 ;   45;25/09/2021;          0,0000;7622210565563 ;0001-UN;7622210565563 ;0001-UN;17622210565553;0032-CX0045;              ;0000-****;7622210565563 ;7622210565563 ;    ;7622210565563 ;001;00001;0001-UN;0228-KG;
03;01;10300074;76222106963773      ;CLIGHT ABACAXI..................01X 08GR;0;      1.095,00;       1,4100;       0,9098;          0,0000;          0,0617;          0,0000;          0,0617;          0,0135;          0,0623;        ;00;00; 21069010;'21069010  ;0000000;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210696373 ;S;   0,1000;   0,0900;   0,0100;  500;  365;CLIGHT ABACAXI (DP15).........10X15X08GR                    ;1030;10300001;033033028003604;    0,008;    0,011;0001;    1;  150,000;M;  15;1;   15;0000;       0,0000;      32,00;       1,50;       4,50;       0,8822;       0,00;        0,0000;22/04/2025;    450,00;0;1;0;0;A; ;S;N;  0,00;    0;    1;00;7622210696373 ;  150;06/06/2017;          0,0000;7622210696373 ;0001-UN;7622210696373 ;0001-UN;17622210696417;0050-CX0150;7622210696397 ;0095-DP0015;7622210696397 ;7622210696373 ;    ;7622210696397 ;015;00001;0000-****;0000-****;
03;01;10300081;76222106966373      ;CLIGHT LARANJA..................01X 08GR;0;      1.559,00;       1,3600;       0,8876;          0,0000;          0,0617;          0,0000;          0,0617;          0,0135;          0,0623;        ;00;00; 21069010;'21069010  ;0000000;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210696632 ;S;   0,1000;   0,0900;   0,0100;  500;  365;CLIGHT LARANJA (DP15)............10X15X08GR                 ;1030;10300001;033033028003604;    0,008;    0,009;0001;    1;  150,000;M;  15;1;   15;0000;       0,0000;      31,55;       1,50;       4,50;       0,8822;       0,00;        0,0000;22/04/2025;  1.500,00;0;1;0;0;A; ;S;N;  0,00;    0;    1;00;7622210696632 ;  150;25/07/2017;          0,0000;7622210696632 ;0001-UN;7622210696632 ;0001-UN;17622210696653;0050-CX0150;7622210696649 ;0095-DP0015;7622210696649 ;7622210696632 ;    ;7622210696649 ;015;00001;0000-****;0000-****;
03;01;10300083;76222106963372      ;CLIGHT LIMONADA.................01X 08GR;0;        765,00;       1,4100;       0,8822;          0,0000;          0,0617;          0,0000;          0,0617;          0,0135;          0,0623;        ;00;00; 21069010;'21069010  ;0000000;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210696328 ;S;   0,1000;   0,0900;   0,0100;  500;  365;CLIGHT LIMONADA (DP15)...........10X15X08GR                 ;1030;10300001;033033028003604;    0,008;    0,009;0001;    1;  150,000;M;  15;1;   15;0000;       0,0000;      33,90;       1,50;       4,50;       0,8822;       0,00;        0,0000;22/02/2025;  1.200,00;0;1;0;0;A; ;S;N;  0,00;    0;    1;00;7622210696328 ;  150;06/06/2017;          0,0000;7622210696328 ;0001-UN;7622210696328 ;0001-UN;17622210696356;0050-CX0150;7622210696335 ;0095-DP0015;7622210696335 ;7622210696328 ;    ;7622210696335 ;015;00001;0000-****;0000-****;
03;01;10300085;76222106965973      ;CLIGHT MARACUJA.................01X 08GR;0;        330,00;       1,4300;       0,8971;          0,0000;          0,0617;          0,0000;          0,0617;          0,0135;          0,0623;        ;00;00; 21069010;'21069010  ;0000000;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210696595 ;S;   0,1000;   0,0900;   0,0100;  500;  365;CLIGHT MARACUJA (DP15)...........10X15X08GR                 ;1030;10300001;033033028003604;    0,008;    0,009;0001;    1;  150,000;M;  15;1;   15;0000;       0,0000;      33,90;       1,50;       4,50;       0,8822;       0,00;        0,0000;22/02/2025;    750,00;0;1;0;0;A; ;S;N;  0,00;    0;    1;00;7622210696595 ;  150;06/06/2017;          0,0000;7622210696595 ;0001-UN;7622210696595 ;0001-UN;17622210696615;0050-CX0150;7622210696601 ;0095-DP0015;7622210696601 ;7622210696595 ;    ;7622210696601 ;015;00001;0000-****;0000-****;
03;01;10300087;76222106964473      ;CLIGHT MORANGO..................01X 08GR;0;      1.215,00;       1,3500;       0,8824;          0,0000;          0,0617;          0,0000;          0,0617;          0,0135;          0,0623;        ;00;00; 21069010;'21069010  ;0000000;  0,00;SP;    0,00;    0,00;    0,00;   22,00;    0,00;    0,00;    0,00;    0,00;    7,00;   17,00;    1,65;    1,65;    7,60;    7,60;50;01;   50,00;    1,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;    0,00;        ;    0,00;    0,00;    0,00;7622210696441 ;S;   0,1000;   0,0900;   0,0100;  500;  365;CLIGHT MORANGO (DP15)............10X15X08GR                 ;1030;10300001;033033028003604;    0,008;    0,009;0001;    1;  150,000;M;  15;1;   15;0000;       0,0000;      31,15;       1,50;       4,50;       0,8822;       0,00;        0,0000;22/04/2025;  1.200,00;0;1;0;0;A; ;S;N;  0,00;    0;    1;00;7622210696441 ;  150;06/06/2017;          0,0000;7622210696441 ;0001-UN;7622210696441 ;0001-UN;17622210696462;0050-CX0150;7622210696458 ;0095-DP0015;7622210696458 ;7622210696441 ;    ;7622210696458 ;015;00001;0000-****;0000-****;
