Nota;Emissao;Dt.Cont.;CGC/CPF;Razao;eracao;Repr;Valor da Nota;Desconto;Desc.Troca;Ser;UF;Observacoes;Pedido
11758;13/03/2025;14/03/2025;7140724000180;SUPERMERCADO GA;132.01;401;188,76;1,65;0;1;MS;;0
2239;13/03/2025;14/03/2025;7140724000260;SUPERMERCADO GA;132.01;401;353,93;9,97;0;1;MS;;0
1072792;07/03/2025;14/03/2025;33033028003604;A-MONDELEZ;299.40;0;3.752,00;0;0;15;SP;;0
1073017;08/03/2025;14/03/2025;33033028003604;A-MONDELEZ;299.40;0;3.886,00;0;0;15;SP;;0
859916;13/02/2025;14/03/2025;3456937000164;DISTRIBUIDORA L;196.26;0;1.228,59;0;0;2;MS;;0
708861;15/03/2025;15/03/2025;42002967000152;;132.16;455;105,72;5,31;0;2;MS;DEV.VENDA R;EF.NF CLI    707
708862;15/03/2025;15/03/2025;26104740000161;TRIGOS DA MATA;132.16;455;105,72;5,31;0;2;MS;DEV.VENDA R;EF.NF CLI    692
708863;15/03/2025;15/03/2025;18394336000141;;132.16;455;105,31;10,26;0;2;MS;DEV.VENDA R;EF.NF CLI    694
708864;15/03/2025;15/03/2025;11107325000194;;132.16;455;105,31;10,26;0;2;MS;DEV.VENDA R;EF.NF CLI    702
708865;15/03/2025;15/03/2025;40037789000170;;132.16;455;105,72;5,31;0;2;MS;DEV.VENDA R;EF.NF CLI    706
708866;15/03/2025;15/03/2025;40343479000183;ARAPONGAS SUPER;132.16;401;654,47;15,63;0;2;MS;DEV.VENDA R;EF.NF CLI    372
708867;15/03/2025;15/03/2025;31327173000142;;132.16;455;113,14;25,64;0;2;MS;DEV.VENDA R;EF.NF CLI    708
708868;15/03/2025;15/03/2025;27642580000177;;132.16;455;105,31;10,26;0;2;MS;DEV.VENDA R;EF.NF CLI    699
708869;15/03/2025;15/03/2025;42329614000161;;132.16;455;105,72;5,31;0;2;MS;DEV.VENDA R;EF.NF CLI    693
708870;15/03/2025;15/03/2025;51167445000100;;132.16;151;359,34;0;0;2;MS;DEV.VENDA R;EF.NF CLI    909
708871;15/03/2025;15/03/2025;8595978000155;;132.16;843;104,99;17,72;0;2;MS;DEV.VENDA R;EF.NF CLI      7
708872;15/03/2025;15/03/2025;24062709000180;SUPERMERCADO DO;132.16;455;113,14;25,64;0;2;MS;DEV.VENDA R;EF.NF CLI    698
8391;12/03/2025;17/03/2025;43437785000177;CENTRAL ATACADI;132.02;408;639,05;67,7;0;1;MS;;0
15613;11/03/2025;17/03/2025;8370598000112;SANTO ANTONIO;132.02;403;31,08;0,49;0;2;MS;;0
577;27/02/2025;17/03/2025;1274396001019;PORTAL ATACADO;132.02;413;860,59;0;0;1;MS;;0
13652;11/03/2025;17/03/2025;18862844000379;CIDADE BRANCA S;132.01;414;691,07;62,19;0;1;MS;;0
124622;13/03/2025;17/03/2025;18862844000107;CIDADE BRANCA S;132.01;414;90,8;0;0;1;MS;;0
21293;12/03/2025;17/03/2025;46876542000123;FERNANDES SUPER;132.01;414;682,97;0;0;1;MS;;0
74283;11/03/2025;17/03/2025;5348350000167;MERCADO ATLANTI;132.01;413;82,5;0;0;1;MS;;0
8915;24/02/2025;17/03/2025;201278000127;ALDOINO SERENA;132.02;16;135,34;0;0;1;MS;;0
1906;13/03/2025;17/03/2025;4251519000101;NANDI SUPERMERC;132.01;408;37,7;0;0;1;MS;;0
8407;12/03/2025;17/03/2025;43437785000177;CENTRAL ATACADI;132.01;8;293,68;27,69;0;1;MS;;0
8406;12/03/2025;17/03/2025;43437785000177;CENTRAL ATACADI;132.01;408;2.106,58;5,78;0;1;MS;;0
32518;13/03/2025;17/03/2025;19088260000199;GP MAIS SUPERME;132.01;408;329,76;0;0;1;MS;;0
5282;10/03/2025;17/03/2025;37577145000240;SUPERMERCADO PA;132.01;21;1.915,19;0;0;1;MS;;0
27496;10/03/2025;17/03/2025;37577145000160;RUY RODRIGUES P;132.01;21;862,57;0;0;1;MS;;0
20516;14/03/2025;17/03/2025;7719683000261;SUPERMERCADO PI;132.01;402;261,94;0,18;0;1;MS;;0
71881;13/02/2025;17/03/2025;7875801000140;BRASFER;196.36;0;193,98;0;0;1;MS;;0
708927;17/03/2025;17/03/2025;37577145000240;SUPERMERCADO PA;132.16;21;453,34;0;0;2;MS;DEV.VENDA R;EF.NF CLI   5041
708928;17/03/2025;17/03/2025;44785898000126;;132.16;21;159,69;0;0;2;MS;DEV.VENDA R;EF.NF CLI   5048
708929;17/03/2025;17/03/2025;37577145000160;RUY RODRIGUES P;132.16;21;1.950,63;0;0;2;MS;DEV.VENDA R;EF.NF CLI   5044
708930;17/03/2025;17/03/2025;26959481000150;;132.16;21;247,09;0;0;2;MS;DEV.VENDA R;EF.NF CLI   5040
708931;17/03/2025;17/03/2025;37577145000160;RUY RODRIGUES P;132.16;21;300,98;0;0;2;MS;DEV.VENDA R;EF.NF CLI   5061
708932;17/03/2025;17/03/2025;38251196000160;;132.34;408;1.166,95;0;0;2;MS;DEV.VENDA R;EF.NF CLI    642
708933;17/03/2025;17/03/2025;24453756000154;;132.16;801;152,94;30,11;0;2;MS;DEV.VENDA R;EF.NF CLI     97
708934;17/03/2025;17/03/2025;44263450000142;;132.16;453;113,14;25,64;0;2;MS;DEV.VENDA R;EF.NF CLI    790
708935;17/03/2025;17/03/2025;17328229000152;;132.16;457;101,88;20,04;0;2;MS;DEV.VENDA R;EF.NF CLI   1024
708936;17/03/2025;17/03/2025;32850683000162;;132.16;455;141,3;32,04;0;2;MS;DEV.VENDA R;EF.NF CLI    678
708937;17/03/2025;17/03/2025;35955725000118;;132.16;453;113,14;25,64;0;2;MS;DEV.VENDA R;EF.NF CLI    786
708938;17/03/2025;17/03/2025;27920435000100;;132.16;453;122,18;18,6;0;2;MS;DEV.VENDA R;EF.NF CLI    766
708939;17/03/2025;17/03/2025;48871855000114;;132.16;453;120,04;6,04;0;2;MS;DEV.VENDA R;EF.NF CLI    788
708940;17/03/2025;17/03/2025;7982725000171;SUPERMERCADO AT;132.16;453;183,73;41,63;0;2;MS;DEV.VENDA R;EF.NF CLI    765
708941;17/03/2025;17/03/2025;13028598000179;;132.16;457;102,16;20,12;0;2;MS;DEV.VENDA R;EF.NF CLI   1021
708942;17/03/2025;17/03/2025;53613046000142;;132.16;453;131,31;6,61;0;2;MS;DEV.VENDA R;EF.NF CLI    777
708943;17/03/2025;17/03/2025;29575076000127;;132.16;453;113,14;25,64;0;2;MS;DEV.VENDA R;EF.NF CLI    784
708944;17/03/2025;17/03/2025;42162995000137;;132.16;459;105,58;10,27;0;2;MS;DEV.VENDA R;EF.NF CLI   1141
708945;17/03/2025;17/03/2025;31140112000171;;132.16;453;107,95;15,37;0;2;MS;DEV.VENDA R;EF.NF CLI    771
708946;17/03/2025;17/03/2025;40589895000166;;132.16;459;108,01;15,38;0;2;MS;DEV.VENDA R;EF.NF CLI   1140
708947;17/03/2025;17/03/2025;37036835000101;;132.16;457;101,88;20,04;0;2;MS;DEV.VENDA R;EF.NF CLI   1027
708948;17/03/2025;17/03/2025;53551387000130;;132.16;453;105,17;12,72;0;2;MS;DEV.VENDA R;EF.NF CLI    770
708949;17/03/2025;17/03/2025;18284334000108;;132.16;453;105,01;17,71;0;2;MS;DEV.VENDA R;EF.NF CLI    776
708950;17/03/2025;17/03/2025;17024927000164;;132.16;457;101,88;20,04;0;2;MS;DEV.VENDA R;EF.NF CLI   1023
2407;21/02/2025;17/03/2025;4076297000120;MAIDANA OBA;132.02;413;67,56;7,15;0;3;MS;;0
709041;18/03/2025;18/03/2025;28053702000152;;132.16;843;105,13;17,76;0;2;MS;DEV.VENDA R;EF.NF CLI     22
709042;18/03/2025;18/03/2025;19988374000195;MERCADO JULIA;132.16;843;238,44;41,9;0;2;MS;DEV.VENDA R;EF.NF CLI     27
709043;18/03/2025;18/03/2025;13224189000148;;132.16;843;104,99;17,72;0;2;MS;DEV.VENDA R;EF.NF CLI     23
709044;18/03/2025;18/03/2025;13369550000124;;132.16;843;104,99;17,72;0;2;MS;DEV.VENDA R;EF.NF CLI     28
709045;18/03/2025;18/03/2025;36759238000142;;132.16;459;150,61;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1160
709046;18/03/2025;18/03/2025;30924985000102;;132.16;801;152,94;30,11;0;2;MS;DEV.VENDA R;EF.NF CLI    101
709047;18/03/2025;18/03/2025;22706381000161;;132.16;801;152,94;30,11;0;2;MS;DEV.VENDA R;EF.NF CLI    127
125268;14/03/2025;18/03/2025;33168717000104;SUPERMERCADO SA;132.01;12;437,48;0;0;1;MS;;0
35554;13/03/2025;18/03/2025;16811326000139;COMERCIAL SAO J;132.01;12;805,64;0;0;1;MS;;0
9826;13/03/2025;18/03/2025;33168717000449;SANTOS JARDIM;132.01;12;38,36;0;0;1;MS;;0
9825;13/03/2025;18/03/2025;33168717000449;SANTOS JARDIM;132.01;12;172,68;0;0;1;MS;;0
125264;14/03/2025;18/03/2025;33168717000104;SUPERMERCADO SA;132.01;12;165;0;0;1;MS;;0
125265;14/03/2025;18/03/2025;33168717000104;SUPERMERCADO SA;132.01;12;426,04;0;0;1;MS;;0
125267;14/03/2025;18/03/2025;33168717000104;SUPERMERCADO SA;132.01;12;6,48;0;0;1;MS;;0
814;14/03/2025;18/03/2025;8752211000435;SUPERMERCADO NA;132.01;19;25,39;0;0;1;MS;;0
45300;14/03/2025;18/03/2025;33168717000368;RINCAO ATACADIS;132.01;12;181,19;0;0;1;MS;;0
709118;18/03/2025;18/03/2025;5318045000122;ATACADO DA CASA;132.16;8;1.108,84;46,28;0;2;MS;DEV.VENDA R;EF.NF CLI    425
709119;18/03/2025;18/03/2025;5318045000394;SUPERMERCADO BA;132.16;8;510,86;21,95;0;2;MS;DEV.VENDA R;EF.NF CLI    424
2984;10/03/2025;18/03/2025;20392930000145;COZINHA TEMPERO;196.90;0;2.046,60;0;0;1;MS;;0
984120;17/03/2025;18/03/2025;42263870000101;EFICAZ ATACADAO;196.12;0;699,15;0;0;1;MS;;0
271;18/03/2025;18/03/2025;34057284000174;A. F. DO CARMO;199.51;0;3.499,00;0;0;1;MS;;0
137;18/03/2025;18/03/2025;18057710000113;ADNAN TRANSPORT;199.51;0;7.685,00;0;0;1;MS;;0
1712;18/03/2025;18/03/2025;47516560000167;ODIRLEI LEME FE;199.51;0;16.082,00;0;0;1;MS;;0
1098;18/03/2025;18/03/2025;27493354000171;CARLOS ALBERTO;199.51;0;20.037,00;0;0;1;MS;;0
193;18/03/2025;18/03/2025;13488426000188;ALEX LEMES FARI;199.51;0;3.021,00;0;0;1;MS;;0
709187;18/03/2025;18/03/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;477,19;0;0;2;MS;AJUSTE DE E;STOQUE         0
709188;18/03/2025;18/03/2025;726560000128;TRIUNFANTE-DIVE;199.98;0;636,34;0;0;2;MS;AJUSTE DE E;STOQUE         0
193;18/03/2025;18/03/2025;40732721000100;CHEST TRANSPORT;199.51;0;5.326,00;0;0;1;MS;;0
30556;13/03/2025;19/03/2025;2310540000105;FABIANA AMARAL;132.01;17;5.039,30;124,1;0;7;MS;;0
112102;15/03/2025;19/03/2025;12887219000214;SM NOVA ESTRELA;132.01;211;2.138,47;37,52;0;1;MS;;0
112132;17/03/2025;19/03/2025;12887219000214;SM NOVA ESTRELA;132.01;211;9.299,63;1.193,28;0;1;MS;;0
6101;14/03/2025;19/03/2025;2318826000986;ATACADISTA MEGA;132.01;23;335,45;9,26;0;1;MS;;0
18737;13/03/2025;19/03/2025;19907415000171;ARROYO ATACADIS;132.01;17;5.378,96;128,37;0;1;MS;;0
6036;13/03/2025;19/03/2025;2318826001010;MEGA MERCADO;132.01;23;1.039,72;24,48;0;1;MS;;0
6085;13/03/2025;19/03/2025;2318826000986;ATACADISTA MEGA;132.01;23;218,19;4,25;0;1;MS;;0
21315;14/03/2025;19/03/2025;46876542000123;FERNANDES SUPER;132.01;414;452,49;0;0;1;MS;;0
14;14/03/2025;19/03/2025;53419493000165;SUPERMERCADO N.;132.01;14;481,2;0;0;1;MS;;0
4095;13/03/2025;19/03/2025;46876542000204;FERNANDES SUPER;132.01;414;375,82;0;0;1;MS;;0
61585;17/03/2025;19/03/2025;2318826000129;MERCADO VERATTI;132.01;23;226,02;0;0;1;MS;;0
63422;18/03/2025;19/03/2025;2318826000633;MERCADO VERATI;132.01;23;728,15;59,56;0;1;MS;;0
53159;15/03/2025;19/03/2025;2318826000714;ATACADISTA MEGA;132.01;23;918,24;19,87;0;1;MS;;0
86840;17/03/2025;19/03/2025;33768854000171;SM THOME;132.01;11;537,16;21,5;0;1;MS;;0
709205;19/03/2025;19/03/2025;37202868000184;MERCADO GALVAO;132.16;12;593,33;30,08;0;2;MS;DEV.VENDA R;EF.NF CLI    560
709206;19/03/2025;19/03/2025;19139234000142;YPE SUPERMERCAD;132.16;12;4.624,29;464,95;0;2;MS;DEV.VENDA R;EF.NF CLI    575
709207;19/03/2025;19/03/2025;10532988000193;;132.16;12;166,8;10,18;0;2;MS;DEV.VENDA R;EF.NF CLI    583
709208;19/03/2025;19/03/2025;20040030000139;;132.16;19;216,23;24,01;0;2;MS;DEV.VENDA R;EF.NF CLI   1160
709209;19/03/2025;19/03/2025;5925133000192;;132.16;19;267,73;0;0;2;MS;DEV.VENDA R;EF.NF CLI 707214
709210;19/03/2025;19/03/2025;79073144000128;MERCADO SOL NAS;132.16;19;1.908,65;0;0;2;MS;DEV.VENDA R;EF.NF CLI 375388
709211;19/03/2025;19/03/2025;23521150000146;;132.16;19;1.163,48;15,12;0;2;MS;DEV.VENDA R;EF.NF CLI   1185
709212;19/03/2025;19/03/2025;33177232000179;;132.16;19;156,24;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1180
709213;19/03/2025;19/03/2025;42127110000169;;132.16;19;280,86;6,92;0;2;MS;DEV.VENDA R;EF.NF CLI   1192
709214;19/03/2025;19/03/2025;23566963000152;MERCADO ESTRELA;132.16;19;263,14;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1190
709215;19/03/2025;19/03/2025;10279533000108;;132.16;19;103,31;18,19;0;2;MS;DEV.VENDA R;EF.NF CLI   1196
709216;19/03/2025;19/03/2025;29841719000137;MERCADO KRAUS;132.16;19;201,17;10,14;0;2;MS;DEV.VENDA R;EF.NF CLI   1154
709217;19/03/2025;19/03/2025;19436791000125;;132.16;17;571,3;48,96;0;2;MS;DEV.VENDA R;EF.NF CLI    691
709218;19/03/2025;19/03/2025;19436791000478;;132.16;17;361,68;26,51;0;2;MS;DEV.VENDA R;EF.NF CLI    694
709219;19/03/2025;19/03/2025;19436791000397;;132.16;17;365,65;27,08;0;2;MS;DEV.VENDA R;EF.NF CLI    693
709220;19/03/2025;19/03/2025;5925133000192;;132.16;19;1.112,69;23,4;0;2;MS;DEV.VENDA R;EF.NF CLI   1171
709221;19/03/2025;19/03/2025;32174118000122;;132.16;19;438;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1158
709222;19/03/2025;19/03/2025;6974546000120;MERCADO AVENIDA;132.16;19;1.275,45;75,52;0;2;MS;DEV.VENDA R;EF.NF CLI   1168
709223;19/03/2025;19/03/2025;5589946000159;MANDIOCA S CONV;132.16;19;632,34;3,32;0;2;MS;DEV.VENDA R;EF.NF CLI   1161
709224;19/03/2025;19/03/2025;29318397000146;;132.16;19;403,36;13,39;0;2;MS;DEV.VENDA R;EF.NF CLI   1175
709225;19/03/2025;19/03/2025;6242490000119;MERCADO ANGELIC;132.16;19;521,12;25,1;0;2;MS;DEV.VENDA R;EF.NF CLI   1174
709226;19/03/2025;19/03/2025;26131132000146;;132.16;19;90,3;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1184
709227;19/03/2025;19/03/2025;19603155000140;;132.16;19;856,02;4,41;0;2;MS;DEV.VENDA R;EF.NF CLI   1156
709228;19/03/2025;19/03/2025;32879762000104;;132.16;19;1.145,03;33,28;0;2;MS;DEV.VENDA R;EF.NF CLI   1152
709229;19/03/2025;19/03/2025;43887572000147;;132.16;19;153,36;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1188
709230;19/03/2025;19/03/2025;79073144000128;MERCADO SOL NAS;132.16;19;713,1;51,41;0;2;MS;DEV.VENDA R;EF.NF CLI   1167
709231;19/03/2025;19/03/2025;77863223012709;;132.16;19;216;38,1;0;2;MS;DEV.VENDA R;EF.NF CLI   1193
709232;19/03/2025;19/03/2025;14113026000150;;132.34;19;136,96;0;0;2;MS;DEV.VENDA R;EF.NF CLI 383142
709233;19/03/2025;19/03/2025;29318397000146;;132.34;19;336,09;0;0;2;MS;DEV.VENDA R;EF.NF CLI 377944
709234;19/03/2025;19/03/2025;13786092000129;;132.34;19;459,73;59,97;0;2;MS;DEV.VENDA R;EF.NF CLI 810019
709235;19/03/2025;19/03/2025;19029516000278;MERCADO TEIXEIR;132.34;19;421,82;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1176
86841;17/03/2025;19/03/2025;33768854000171;SM THOME;132.01;411;1.863,04;160,36;0;1;MS;;0
18128;14/03/2025;19/03/2025;33768854000252;SUPERMECADOS TH;132.01;411;211,67;5,36;0;1;MS;;0
709236;19/03/2025;19/03/2025;19436791000206;;132.16;17;626,71;54,79;0;2;MS;DEV.VENDA R;EF.NF CLI    692
709237;19/03/2025;19/03/2025;8752211000354;DISTRIBUIDORA D;132.16;19;763,2;0;0;2;MS;DEV.VENDA R;EF.NF CLI   1164
709238;19/03/2025;19/03/2025;20975994000179;;132.16;11;723,88;21,8;0;2;MS;DEV.VENDA R;EF.NF CLI    697
709239;19/03/2025;19/03/2025;53963443000810;;132.16;11;5.478,64;0;0;2;MS;DEV.VENDA R;EF.NF CLI    699
709240;19/03/2025;19/03/2025;44944266000168;;132.16;17;71,48;7,81;0;2;MS;DEV.VENDA R;EF.NF CLI    687
709241;19/03/2025;19/03/2025;8107186000194;;132.16;17;576,21;49,41;0;2;MS;DEV.VENDA R;EF.NF CLI    690
709242;19/03/2025;19/03/2025;37916180000166;;132.16;414;751,95;0;0;2;MS;DEV.VENDA R;EF.NF CLI    950
709243;19/03/2025;19/03/2025;53653554000154;;132.16;414;259,79;23,85;0;2;MS;DEV.VENDA R;EF.NF CLI    913
709244;19/03/2025;19/03/2025;21406986000174;;132.16;14;252,58;11,19;0;2;MS;DEV.VENDA R;EF.NF CLI    545
709245;19/03/2025;19/03/2025;28649091000100;;132.16;414;45,57;7,67;0;2;MS;DEV.VENDA R;EF.NF CLI    914
709246;19/03/2025;19/03/2025;31127656000101;;132.16;455;107,85;0;0;2;MS;DEV.VENDA R;EF.NF CLI    664
709247;19/03/2025;19/03/2025;39610017000104;;132.16;455;113,14;25,64;0;2;MS;DEV.VENDA R;EF.NF CLI    696
709248;19/03/2025;19/03/2025;18534572000116;;132.16;155;369,44;34,12;0;2;MS;DEV.VENDA R;EF.NF CLI    613
709249;19/03/2025;19/03/2025;49496535000194;;132.16;155;264,34;16,84;0;2;MS;DEV.VENDA R;EF.NF CLI    612
709250;19/03/2025;19/03/2025;7057115000161;;132.34;415;122,64;0;0;2;MS;DEV.VENDA R;EF.NF CLI 810044
709251;19/03/2025;19/03/2025;7057115000161;;132.34;415;343,52;0;0;2;MS;DEV.VENDA R;EF.NF CLI 810043
148;14/03/2025;19/03/2025;35795689000172;MERCADO CANAA;196.12;0;450,95;0;0;1;MS;;0
163;18/03/2025;19/03/2025;41771264000126;LOURIVAL RAIMUN;199.51;0;3.381,00;0;0;1;MS;;0
101;18/03/2025;19/03/2025;55236066000177;55.236.066 FABI;199.51;0;8.979,00;0;0;1;MS;;0
91;18/03/2025;19/03/2025;50011731000100;MARCAL TRANSPOR;199.51;0;3.605,00;0;0;1;MS;;0
70;18/03/2025;19/03/2025;51731423000112;AMARILDO PINHEI;199.51;0;3.287,00;0;0;1;MS;;0
4248;06/03/2025;19/03/2025;10586929000106;SERCATO TRANSPO;296.44;0;8.820,00;0;0;1;MT;;0
262;18/03/2025;19/03/2025;33693691000105;A DE SOUZA ME;199.51;0;2.651,00;0;0;1;MS;;0
214;18/03/2025;19/03/2025;36953371000135;J GONCALVES DA;199.51;0;2.651,00;0;0;1;MS;;0
280;18/03/2025;19/03/2025;33918000000124;E DA SILVA LEIT;199.51;0;3.645,00;0;0;1;MS;;0
281;18/03/2025;19/03/2025;13715844000160;EDUARDO MONCAO;199.51;0;7.141,00;0;0;1;MS;;0
364;18/03/2025;19/03/2025;31640223000147;ARTUR PINHEIRO;199.51;0;3.181,00;0;0;1;MS;;0
282;18/03/2025;19/03/2025;33891265000186;JOSE LUIZ BENIT;199.51;0;6.498,00;0;0;1;MS;;0
253;18/03/2025;19/03/2025;34394173000153;JOSE AP DOS SAN;199.51;0;1.545,00;0;0;1;MS;;0
170;18/03/2025;19/03/2025;42785004000172;ARI TRANSPORTES;199.51;0;5.500,00;0;0;1;MS;;0
264;18/03/2025;19/03/2025;33661389000175;EDEMIR MARQUES;199.51;0;10.115,00;0;0;1;MS;;0
10;19/03/2025;19/03/2025;44696363000189;LOTUS TRANSPORT;199.51;0;1.061,00;0;0;1;MS;;0
1073678;11/03/2025;19/03/2025;33033028003604;A-MONDELEZ;212.01;0;53.710,20;0;0;15;SP;;0
1073679;11/03/2025;19/03/2025;33033028003604;A-MONDELEZ;212.01;0;127.804,11;0;0;15;SP;;0
1073680;11/03/2025;19/03/2025;33033028003604;A-MONDELEZ;212.01;0;145.701,11;0;0;15;SP;;0
1073702;11/03/2025;19/03/2025;33033028003604;A-MONDELEZ;212.01;0;39.927,69;0;0;15;SP;;0
709264;19/03/2025;19/03/2025;2291605000104;DEWES E CIA;132.16;407;9.089,05;0;0;2;MS;DEV.VENDA R;EF.NF CLI    353
709265;19/03/2025;19/03/2025;9531413000339;NUNES SUPERMERC;132.16;403;1.404,42;0;0;2;MS;DEV.VENDA R;EF.NF CLI    527
709266;19/03/2025;19/03/2025;31268888000171;;132.16;455;113,14;25,64;0;2;MS;DEV.VENDA R;EF.NF CLI    710
709267;19/03/2025;19/03/2025;31061205000100;;132.16;414;342,23;37,93;0;2;MS;DEV.VENDA R;EF.NF CLI    938
36991;18/03/2025;20/03/2025;8664194000212;SOCOLOSKI SUPE;132.02;18;52,84;0;0;1;MS;;0
58863;26/02/2025;20/03/2025;19139234000142;YPE SUPERMERCAD;132.02;12;54,9;0;0;1;MS;;0
709307;20/03/2025;20/03/2025;43054517000176;;132.16;4;101,89;20,04;0;2;MS;DEV.VENDA R;EF.NF CLI    351
709308;20/03/2025;20/03/2025;30937327000155;;132.16;4;101,89;20,04;0;2;MS;DEV.VENDA R;EF.NF CLI    361
709309;20/03/2025;20/03/2025;45127766000170;;132.16;4;101,89;20,04;0;2;MS;DEV.VENDA R;EF.NF CLI    345
709310;20/03/2025;20/03/2025;37671941000167;;132.16;4;102,03;20,08;0;2;MS;DEV.VENDA R;EF.NF CLI    358
709311;20/03/2025;20/03/2025;12373895000199;;132.16;4;102,03;20,08;0;2;MS;DEV.VENDA R;EF.NF CLI    360
709312;20/03/2025;20/03/2025;29891998000143;;132.16;4;101,89;20,04;0;2;MS;DEV.VENDA R;EF.NF CLI    359
709313;20/03/2025;20/03/2025;18735628000109;;132.16;4;101,89;20,04;0;2;MS;DEV.VENDA R;EF.NF CLI    357
709314;20/03/2025;20/03/2025;20787921000153;;132.16;4;101,89;20,04;0;2;MS;DEV.VENDA R;EF.NF CLI    350
709315;20/03/2025;20/03/2025;4376255000104;;132.16;408;2,57;0;0;2;MS;DEV.VENDA R;EF.NF CLI    607
709316;20/03/2025;20/03/2025;26827733000198;IVANETE CARVALH;132.16;408;364,77;0;0;2;MS;DEV.VENDA R;EF.NF CLI    585
709317;20/03/2025;20/03/2025;28463656000160;MERCADO FAVORIT;132.16;408;334,09;0;0;2;MS;DEV.VENDA R;EF.NF CLI    640
709318;20/03/2025;20/03/2025;28463656000160;MERCADO FAVORIT;132.16;408;928,41;0;0;2;MS;DEV.VENDA R;EF.NF CLI    673
709319;20/03/2025;20/03/2025;5327650000160;;132.16;408;138,53;0;0;2;MS;DEV.VENDA R;EF.NF CLI    598
709320;20/03/2025;20/03/2025;18001907000130;;132.16;408;178,78;0;0;2;MS;DEV.VENDA R;EF.NF CLI    599
709321;20/03/2025;20/03/2025;29891023000115;;132.16;9;113,28;25,68;0;2;MS;DEV.VENDA R;EF.NF CLI    658
709322;20/03/2025;20/03/2025;31071405000144;;132.16;9;189,55;1,46;0;2;MS;DEV.VENDA R;EF.NF CLI    642
709323;20/03/2025;20/03/2025;22045361000197;SUPERMERCADO MA;132.16;9;1.567,20;10,04;0;2;MS;DEV.VENDA R;EF.NF CLI    640
709324;20/03/2025;20/03/2025;26924349000103;;132.16;9;920,75;11,96;0;2;MS;DEV.VENDA R;EF.NF CLI    629
709325;20/03/2025;20/03/2025;13650915000194;;132.34;8;195,14;0;0;2;MS;DEV.VENDA R;EF.NF CLI    436
709326;20/03/2025;20/03/2025;4860926000108;;132.34;408;219,38;0;0;2;MS;DEV.VENDA R;EF.NF CLI    661
709329;20/03/2025;20/03/2025;33603749000182;;132.16;9;113,14;25,64;0;2;MS;DEV.VENDA R;EF.NF CLI    659
74798;15/03/2025;20/03/2025;3735605000119;UNIAO;132.01;408;1.944,94;15,19;0;1;MS;;0
16949;15/03/2025;20/03/2025;2318826000390;MERCADO VERATTI;132.01;23;329,49;3,54;0;1;MS;;0
45094;18/03/2025;20/03/2025;2318826000200;MERCADO VERATTI;132.01;23;12.604,74;1.398,76;0;1;MS;;0
27502;15/03/2025;20/03/2025;16605389000210;FREY SUPERMERCA;132.01;414;104,48;0;0;1;MS;;0
124672;14/03/2025;20/03/2025;18862844000107;CIDADE BRANCA S;132.01;414;176,22;0;0;1;MS;;0
32539;18/03/2025;20/03/2025;19088260000199;GP MAIS SUPERME;132.01;408;1.056,64;0;0;1;MS;;0
32540;18/03/2025;20/03/2025;19088260000199;GP MAIS SUPERME;132.01;8;127,12;0;0;1;MS;;0
10;17/03/2025;20/03/2025;3899663000188;MERCEARIA BOM J;132.01;4;102,76;0;0;2;MS;;0
18194;17/03/2025;20/03/2025;18201846000155;MERCEARIA MACAU;132.01;4;1.427,40;0;0;2;MS;;0
7889;17/03/2025;20/03/2025;10513998000777;BONANCA COM ALI;132.01;402;356,43;8,45;0;1;MS;;0
510;13/03/2025;20/03/2025;10513998001153;SUPERMERCADO PI;132.01;402;48,3;1,05;0;1;MS;;0
147490;14/03/2025;20/03/2025;37178340000117;ROBERTO CARLOS;132.01;5;117,18;0;0;2;MS;;0
14761;15/03/2025;20/03/2025;12934721000158;ECONOMICO SUPER;132.01;5;506,89;0;0;2;MS;;0
5026;14/03/2025;20/03/2025;27241594000189;C E G DE MATOS;132.01;5;16,1;0;0;1;MS;;0
147488;14/03/2025;20/03/2025;37178340000117;ROBERTO CARLOS;132.01;5;498,96;26,1;0;2;MS;;0
16959;17/03/2025;20/03/2025;2318826000390;MERCADO VERATTI;132.01;23;338,84;6,62;0;1;MS;;0
16947;15/03/2025;20/03/2025;2318826000390;MERCADO VERATTI;132.01;23;2.133,51;70,08;0;1;MS;;0
21210;19/03/2025;20/03/2025;9531413001220;NUNES SUPERMERC;132.01;403;8.090,02;420,24;0;1;MS;;0
51290;18/03/2025;20/03/2025;4982551000159;SEIRA CEIFA;132.01;9;104,48;0;0;1;MS;;0
1075239;17/03/2025;20/03/2025;33033028003604;A-MONDELEZ;212.01;0;44.840,44;0;0;15;SP;;0
1075240;17/03/2025;20/03/2025;33033028003604;A-MONDELEZ;212.01;0;54.906,66;0;0;15;SP;;0
1075241;17/03/2025;20/03/2025;33033028003604;A-MONDELEZ;212.01;0;18.704,07;0;0;15;SP;;0
